polling_place_key,D_to_Oth,D_to_R,Oth_to_D,Oth_to_R,R_to_D,R_to_Oth,total_switch,D_gain,D_loss,R_gain,R_loss,Oth_gain,Oth_loss,D,R,Oth,D_net,R_net,Oth_net,D_flip_pct,R_flip_pct,Oth_flip_pct,polling_place,full_address,post_office,precinct_codes,precinct_split_ids,municipality_districts
Advent Lutheran Church | 45 Worthington Mill Rd Richboro PA 18954 | Richboro,7,9,8,8,9,12,53,17,16,17,21,19,16,826,973,329,1,-4,3,1.94,2.16,4.86,Advent Lutheran Church,45 Worthington Mill Rd Richboro PA 18954,Richboro,31010,31010-1,Northampton Twp. District 1
Afton Elementary School | 1673 Quarry Rd Yardley PA 19067 | Yardley,39,20,31,15,26,24,155,57,59,35,50,63,46,2653,2748,1506,-2,-15,17,2.22,1.82,3.05,Afton Elementary School,1673 Quarry Rd Yardley PA 19067,Yardley,20011; 20012; 20013,20011-1; 20012-1; 20013-1,Lower Makefield Twp. North 1; Lower Makefield Twp. North 2; Lower Makefield Twp. North 3
American Legion Post #440 | 41 Linden Ave Newtown PA 18940 | Newtown,9,4,9,6,8,8,44,17,13,10,16,17,15,790,811,396,4,-6,2,1.65,1.97,3.79,American Legion Post #440,41 Linden Ave Newtown PA 18940,Newtown,29020,29020-1,Newtown Twp. District 2
Anchor Presbyterian Church | 980 Durham Rd Newtown PA 18940 | Wrightstown,6,15,6,15,9,20,71,15,21,30,29,26,21,874,1332,533,-6,1,5,2.4,2.18,3.94,Anchor Presbyterian Church,980 Durham Rd Newtown PA 18940,Wrightstown,53000,53000-1,Wrightstown Twp.
Ancient Order of the Hibernians | 614 Corson St Bristol PA 19007 | Bristol,7,4,11,3,7,3,35,18,11,7,10,10,14,947,375,249,7,-3,-4,1.16,2.67,5.62,Ancient Order of the Hibernians,614 Corson St Bristol PA 19007,Bristol,04011; 04012,04011-1; 04012-1,Bristol Borough North 1; Bristol Borough North 2
"Ann's Choice Senior Living Community | 30000 Anns Choice Way, Warminster, PA 18974 | Warminster",7,8,8,10,19,9,61,27,15,18,28,16,18,1204,1171,273,12,-10,-2,1.25,2.39,6.59,Ann's Choice Senior Living Community,"30000 Anns Choice Way, Warminster, PA 18974",Warminster,49140,49140-1,Warminster Twp. District 14
Ascension Lutheran Church | 900 Washington Crossing Rd Newtown PA 18940 | Newtown,18,12,19,23,17,14,103,36,30,35,31,32,42,1497,1852,801,6,4,-10,2.0,1.67,5.24,Ascension Lutheran Church,900 Washington Crossing Rd Newtown PA 18940,Newtown,47020; 47040,47020-1; 47040-1,Upper Makefield Twp. District 2; Upper Makefield Twp. District 4
Beechwood Neuro Rehab | 469 E Maple Ave Langhorne PA 19047 | Langhorne,6,7,7,5,6,3,34,13,13,12,9,9,12,923,721,322,0,3,-3,1.41,1.25,3.73,Beechwood Neuro Rehab,469 E Maple Ave Langhorne PA 19047,Langhorne,22250,22250-1,Middletown Twp. Upper 5
Belmont Hills Elementary School | 5000 Neshaminy Blvd Bensalem PA 19020 | Bensalem,21,26,25,14,16,7,109,41,47,40,23,28,39,2367,1857,967,-6,17,-11,1.99,1.24,4.03,Belmont Hills Elementary School,5000 Neshaminy Blvd Bensalem PA 19020,Bensalem,02054; 02057; 02058; 02062,02054-1; 02057-1; 02058-1; 02062-1,Bensalem Twp. Upper 12; Bensalem Twp. Upper 4; Bensalem Twp. Upper 7; Bensalem Twp. Upper 8
Ben Franklin Middle School | 6403 Mill Creek Rd Levittown PA 19057 | Levittown,4,10,3,5,4,4,30,7,14,15,8,8,8,677,525,250,-7,7,0,2.07,1.52,3.2,Ben Franklin Middle School,6403 Mill Creek Rd Levittown PA 19057,Levittown,05081,05081-1,Bristol Twp. 8 - 1
Benjamin H. Wilson Senior Center | 580 Delmont Ave Warminster PA 18974 | Warminster,11,22,5,15,17,8,78,22,33,37,25,19,20,1122,1469,389,-11,12,-1,2.94,1.7,5.14,Benjamin H. Wilson Senior Center,580 Delmont Ave Warminster PA 18974,Warminster,49080; 49120,49080-1; 49120-1,Warminster Twp. District 12; Warminster Twp. District 8
Bensalem High School | 4319 Hulmeville Rd Bensalem PA 19020 | Bensalem,15,46,20,13,14,10,118,34,61,59,24,25,33,1854,2235,731,-27,35,-8,3.29,1.07,4.51,Bensalem High School,4319 Hulmeville Rd Bensalem PA 19020,Bensalem,02015; 02016; 02018,02015-1; 02016-1; 02018-1,Bensalem Twp. Lower East 5; Bensalem Twp. Lower East 6; Bensalem Twp. Lower East 8
Blooming Glen Mennonite church | 713 Blooming Glen Rd Blooming Glen PA 18911 | Blooming Glen,11,11,9,14,7,12,64,16,22,25,19,23,23,515,1171,343,-6,6,0,4.27,1.62,6.71,Blooming Glen Mennonite church,713 Blooming Glen Rd Blooming Glen PA 18911,Blooming Glen,15011,15011-1,Hilltown Twp. Blooming Glen 1
Boy Scout Council | 1 Scout Way Doylestown PA 18901 | Doylestown,9,1,6,2,6,3,27,12,10,3,9,12,8,469,252,193,2,-6,4,2.13,3.57,4.15,Boy Scout Council,1 Scout Way Doylestown PA 18901,Doylestown,08032,08032-1,Doylestown Borough 3 - 2
Bridgeton Twp Building | 1370 Bridgeton Hill Rd Upper Black Eddy PA 18972 | Upper Black Eddy,5,3,4,1,2,2,17,6,8,4,4,7,5,323,457,216,-2,0,2,2.48,0.88,2.31,Bridgeton Twp Building,1370 Bridgeton Hill Rd Upper Black Eddy PA 18972,Upper Black Eddy,03000,03000-1,Bridgeton Twp.
Bristol Borough Junior/Senior High School | 1801 Wilson Ave Bristol PA 19007 | Bristol,9,14,13,5,11,1,53,24,23,19,12,10,18,1237,651,292,1,7,-8,1.86,1.84,6.16,Bristol Borough Junior/Senior High School,1801 Wilson Ave Bristol PA 19007,Bristol,04021; 04022,04021-1; 04022-1,Bristol Borough East 1; Bristol Borough East 2
Bristol Township Municipal Building | 2501 Bath Rd Bristol PA 19007 | Levittown,4,17,3,7,1,2,34,4,21,24,3,6,10,1281,647,374,-17,21,-4,1.64,0.46,2.67,Bristol Township Municipal Building,2501 Bath Rd Bristol PA 19007,Levittown,05031; 05032,05031-1; 05032-1,Bristol Twp. 3 - 1; Bristol Twp. 3 - 2
Brookwood Elem School | 2200 Haines Rd Levittown PA 19055 | Levittown,16,21,9,9,10,7,72,19,37,30,17,23,18,1955,1567,787,-18,13,5,1.89,1.08,2.29,Brookwood Elem School,2200 Haines Rd Levittown PA 19055,Levittown,05071; 05111; 05112,05071-1; 05111-1; 05112-1,Bristol Twp. 11 - 1; Bristol Twp. 11 - 2; Bristol Twp. 7 - 1
Buckingham Springs Clubhouse | 1490 Durham Rd New Hope PA 18938 | New Hope,7,8,14,11,5,6,51,19,15,19,11,13,25,560,744,268,4,8,-12,2.68,1.48,9.33,Buckingham Springs Clubhouse,1490 Durham Rd New Hope PA 18938,New Hope,06012,06012-1,Buckingham Twp. Lower 2
Buckingham Township Building | 4613 Hughesian Dr Buckingham PA 18912 | Buckingham,31,12,26,27,14,29,139,40,43,39,43,60,53,1540,1662,798,-3,-4,7,2.79,2.59,6.64,Buckingham Township Building,4613 Hughesian Dr Buckingham PA 18912,Buckingham,06021; 06022,06021-1; 06022-1,Buckingham Twp. Middle 1; Buckingham Twp. Middle 2
Bucks County Bar Association | 135 E State St Doylestown PA 18901 | Doylestown,12,1,7,6,2,2,30,9,13,7,4,14,13,566,364,184,-4,3,1,2.3,1.1,7.07,Bucks County Bar Association,135 E State St Doylestown PA 18901,Doylestown,08011,08011-1,Doylestown Borough 1 - 1
Bucks County Community College - Lower Bucks | 1304 Veterans Hwy Bristol PA 19007 | Bristol,12,28,14,11,12,10,87,26,40,39,22,22,25,2260,1280,799,-14,17,-3,1.77,1.72,3.13,Bucks County Community College - Lower Bucks,1304 Veterans Hwy Bristol PA 19007,Bristol,05033; 05041; 05042,05033-1; 05041-1; 05042-1,Bristol Twp. 3 - 3; Bristol Twp. 4 - 1; Bristol Twp. 4 - 2
Bucks County Community College - Lower Bucks | 1304 Veterans Hwy Bristol PA 19007 | Briston,3,4,2,3,4,0,16,6,7,7,4,3,5,477,409,199,-1,3,-2,1.47,0.98,2.51,Bucks County Community College - Lower Bucks,1304 Veterans Hwy Bristol PA 19007,Briston,05043,05043-1,Bristol Twp. 4 - 3
Bucks County Community College - Upper Bucks | 1 Hillendale Rd Perkasie PA 18944 | Perkasie,39,22,31,28,23,31,174,54,61,50,54,70,59,1334,2359,823,-7,-4,11,4.57,2.29,7.17,Bucks County Community College - Upper Bucks,1 Hillendale Rd Perkasie PA 18944,Perkasie,12010; 12020,12010-1; 12020-1,East Rockhill Twp. District 1; East Rockhill Twp. District 2
Bucks County Free Library Bensalem Branch | 3700 Hulmeville Rd Bensalem PA 19020 | Bensalem,11,16,7,3,6,5,48,13,27,19,11,16,10,1198,764,529,-14,8,6,2.25,1.44,1.89,Bucks County Free Library Bensalem Branch,3700 Hulmeville Rd Bensalem PA 19020,Bensalem,02024; 02025,02024-1; 02025-1,Bensalem Twp. Lower Middle 4; Bensalem Twp. Lower Middle 5
Bucks County Free Library | 7311 New Falls Rd Levittown PA 19055 | Levittown,2,6,2,3,0,2,15,2,8,9,2,4,5,448,335,192,-6,7,-1,1.79,0.6,2.6,Bucks County Free Library,7311 New Falls Rd Levittown PA 19055,Levittown,05061,05061-1,Bristol Twp. 6 - 1
Bucks County Government Services Center | 7321 New Falls Rd Levittown PA 19055 | Levittown,7,4,2,12,5,4,34,7,11,16,9,11,14,811,623,325,-4,7,-3,1.36,1.44,4.31,Bucks County Government Services Center,7321 New Falls Rd Levittown PA 19055,Levittown,05082,05082-1,Bristol Twp. 8 - 2
Bucks County Public Safety Training Center | 1760 S. Easton Road Doylestown PA 18901 | Doylestown,29,12,17,25,13,19,115,30,41,37,32,48,42,1090,1119,519,-11,5,6,3.76,2.86,8.09,Bucks County Public Safety Training Center,1760 S. Easton Road Doylestown PA 18901,Doylestown,09030; 09040,09030-1; 09040-1,Doylestown Twp. District 3; Doylestown Twp. District 4
Bucks IU22 @ Samuel Everitt Elementary School | 145 Forsythia Dr S Levittown PA 19056 | Levittown,8,20,11,4,9,8,60,20,28,24,17,16,15,1207,1158,408,-8,7,1,2.32,1.47,3.68,Bucks IU22 @ Samuel Everitt Elementary School,145 Forsythia Dr S Levittown PA 19056,Levittown,22050; 22100; 22120,22050-1; 22100-1; 22120-1,Middletown Twp. Lower 10; Middletown Twp. Lower 12; Middletown Twp. Lower 5
"Calvary Church of Souderton | 820 Pa-113, Souderton, PA 18964 | Souderton",10,6,13,15,10,10,64,23,16,21,20,20,28,749,947,363,7,1,-8,2.14,2.11,7.71,Calvary Church of Souderton,"820 Pa-113, Souderton, PA 18964",Souderton,15021,15021-1,Hilltown Twp. Fairhill 1
Cecelia Snyder Middle School | 3330 Hulmeville Rd Bensalem PA 19020 | Bensalem,18,14,9,11,6,9,67,15,32,25,15,27,20,1533,1134,565,-17,10,7,2.09,1.32,3.54,Cecelia Snyder Middle School,3330 Hulmeville Rd Bensalem PA 19020,Bensalem,02014; 02061,02014-1; 02061-1,Bensalem Twp. Lower East 4; Bensalem Twp. Upper 11
Central Bucks Community Senior Center Large Room | 700 N Shady Retreat Rd Doylestown PA 18901 | Doylestown,32,18,37,20,29,39,175,66,50,38,68,71,57,2142,1897,983,16,-30,14,2.33,3.58,5.8,Central Bucks Community Senior Center Large Room,700 N Shady Retreat Rd Doylestown PA 18901,Doylestown,09050; 09060,09050-1; 09060-1,Doylestown Twp. District 5; Doylestown Twp. District 6
Central Bucks High School East | 2804 Holicong Rd Doylestown PA 18902 | Doylestown,19,10,15,20,12,19,95,27,29,30,31,38,35,928,1096,547,-2,-1,3,3.12,2.83,6.4,Central Bucks High School East,2804 Holicong Rd Doylestown PA 18902,Doylestown,06032,06032-1,Buckingham Twp. Upper 2
Central Bucks High School South | 1100 Folly Rd Warrington PA 18976 | Warrington,55,52,55,42,33,47,284,88,107,94,80,102,97,3078,3741,1620,-19,14,5,3.48,2.14,5.99,Central Bucks High School South,1100 Folly Rd Warrington PA 18976,Warrington,50020; 50060; 50070,50020-1; 50060-1; 50070-1,Warrington Twp. District 2; Warrington Twp. District 6; Warrington Twp. District 7
Chalfont United Methodist Church | 11 Meadowbrook Ln Chalfont PA 18914 | Chalfont,28,18,27,18,17,20,128,44,46,36,37,48,45,1455,1358,602,-2,-1,3,3.16,2.72,7.48,Chalfont United Methodist Church,11 Meadowbrook Ln Chalfont PA 18914,Chalfont,07000,07000-1,Chalfont Borough
Charles Boehm Middle School | 866 Big Oak Rd Yardley PA 19067 | Yardley,29,11,30,12,13,9,104,43,40,23,22,38,42,2399,1860,1084,3,1,-4,1.67,1.18,3.87,Charles Boehm Middle School,866 Big Oak Rd Yardley PA 19067,Yardley,20024; 20029,20024-1; 20029-1,Lower Makefield Twp. South 4; Lower Makefield Twp. South 9
Churchville Elementary School | 100 New Rd Churchville PA 18966 | Churchville,3,5,7,8,8,6,37,15,8,13,14,9,15,430,699,209,7,-1,-6,1.86,2.0,7.18,Churchville Elementary School,100 New Rd Churchville PA 18966,Churchville,31020,31020-1,Northampton Twp. District 2
Cold Spring Elementary School | 4150 Durham Rd Doylestown PA 18902 | Doylestown,21,18,18,18,20,23,118,38,39,36,43,44,36,1203,1532,711,-1,-7,8,3.24,2.81,5.06,Cold Spring Elementary School,4150 Durham Rd Doylestown PA 18902,Doylestown,06033; 06034,06033-1; 06034-1,Buckingham Twp. Upper 3; Buckingham Twp. Upper 4
Cornwell Elementary School | 2215 Hulmeville Rd Bensalem PA 19020 | Bensalem,2,7,2,6,1,1,19,3,9,13,2,3,8,343,523,143,-6,11,-5,2.62,0.38,5.59,Cornwell Elementary School,2215 Hulmeville Rd Bensalem PA 19020,Bensalem,02022,02022-1,Bensalem Twp. Lower Middle 2
Cornwells Elementary School | 2215 Hulmeville Rd Bensalem PA 19020 | Bensalem,5,18,5,4,4,3,39,9,23,22,7,8,9,645,962,309,-14,15,-1,3.57,0.73,2.91,Cornwells Elementary School,2215 Hulmeville Rd Bensalem PA 19020,Bensalem,02023,02023-1,Bensalem Twp. Lower Middle 3
Covenant Presbyterian Church | 4000 Route 202 Doylestown PA 18902 | Doylestown,17,11,17,9,7,11,72,24,28,20,18,28,26,870,999,482,-4,2,2,3.22,1.8,5.39,Covenant Presbyterian Church,4000 Route 202 Doylestown PA 18902,Doylestown,06031,06031-1,Buckingham Twp. Upper 1
Deep Run Mennonite Church East | 350 Kellers Church Rd Perkasie PA 18944 | Perkasie,18,14,17,19,9,27,104,26,32,33,36,45,36,880,1608,512,-6,-3,9,3.64,2.24,7.03,Deep Run Mennonite Church East,350 Kellers Church Rd Perkasie PA 18944,Perkasie,01010,01010-1,Bedminster Twp. East
Deep Run Presbyterian Church | 16 Irish Meeting House Rd Perkasie Pa 18944 | Perkasie,20,15,25,16,13,22,111,38,35,31,35,42,41,885,1491,492,3,-4,1,3.95,2.35,8.33,Deep Run Presbyterian Church,16 Irish Meeting House Rd Perkasie Pa 18944,Perkasie,01020,01020-1,Bedminster Twp. West
Delaware Valley Fire Company | 75 Headquarters Rd Erwinna PA 18920 | Erwinna,11,7,11,9,5,7,50,16,18,16,12,18,20,430,469,225,-2,4,-2,4.19,2.56,8.89,Delaware Valley Fire Company,75 Headquarters Rd Erwinna PA 18920,Erwinna,44010,44010-1,Tinicum Twp. Delaware
Delaware valley Vietnam Veterans | 800 Coates Ave Bristol PA 19007 | Bristol,6,11,8,5,2,2,34,10,17,16,4,8,13,671,472,237,-7,12,-5,2.53,0.85,5.49,Delaware valley Vietnam Veterans,800 Coates Ave Bristol PA 19007,Bristol,05051,05051-1,Bristol Twp. 5 - 1
Doylestown Borough Hall Municipal Building | 10 Doyle St Doylestown PA 18901 | Doylestown,13,2,11,3,6,6,41,17,15,5,12,19,14,491,260,175,2,-7,5,3.05,4.62,8.0,Doylestown Borough Hall Municipal Building,10 Doyle St Doylestown PA 18901,Doylestown,08031,08031-1,Doylestown Borough 3 - 1
Doylestown Fire Company #1 | 68 Shewell Ave Doylestown PA 18901 | Doylestown,11,2,8,7,5,11,44,13,13,9,16,22,15,592,342,229,0,-7,7,2.2,4.68,6.55,Doylestown Fire Company #1,68 Shewell Ave Doylestown PA 18901,Doylestown,08021,08021-1,Doylestown Borough 2 - 1
Doylestown Township Building | 425 Wells Rd Doylestown PA 18901 | Doylestown,25,13,18,17,24,15,112,42,38,30,39,40,35,1386,1512,672,4,-9,5,2.74,2.58,5.21,Doylestown Township Building,425 Wells Rd Doylestown PA 18901,Doylestown,09010; 09080,09010-1; 09080-1,Doylestown Twp. District 1; Doylestown Twp. District 8
Dublin Fire House | 194 N Main St Dublin PA 18917 | Dublin,12,11,10,8,11,13,65,21,23,19,24,25,18,545,731,355,-2,-5,7,4.22,3.28,5.07,Dublin Fire House,194 N Main St Dublin PA 18917,Dublin,10000,10000-1,Dublin Borough
Durham Township Building | 215 Old Furnace Rd Durham PA 18039 | Durham,7,5,10,5,2,4,33,12,12,10,6,11,15,274,506,173,0,4,-4,4.38,1.19,8.67,Durham Township Building,215 Old Furnace Rd Durham PA 18039,Durham,11000,11000-1,Durham Twp.
East Swamp church youth center | 2405 E Swamp Rd Quakertown PA 18951 | Quakertown,6,4,7,6,0,2,25,7,10,10,2,8,13,371,821,211,-3,8,-5,2.7,0.24,6.16,East Swamp church youth center,2405 E Swamp Rd Quakertown PA 18951,Quakertown,23020,23020-1,Milford Twp. Roseville
Edgewood Elementary School | 899 Oxford Valley Rd Morrisville PA 19067 | Yardley,12,6,12,3,7,6,46,19,18,9,13,18,15,1387,1086,672,1,-4,3,1.3,1.2,2.23,Edgewood Elementary School,899 Oxford Valley Rd Morrisville PA 19067,Yardley,20025; 20026; 20028,20025-1; 20026-1; 20028-1,Lower Makefield Twp. South 5; Lower Makefield Twp. South 6; Lower Makefield Twp. South 8
Eleanor Roosevelt Elementary School | 185 Walton Dr Morrisville PA 19067 | Morrisville,28,24,20,14,7,9,102,27,52,38,16,37,34,2413,1346,1036,-25,22,3,2.15,1.19,3.28,Eleanor Roosevelt Elementary School,185 Walton Dr Morrisville PA 19067,Morrisville,13013; 13015; 13016,13013-1; 13015-1; 13016-1,Falls Twp. 1 - 3; Falls Twp. 1 - 5; Falls Twp. 1 - 6
Emmaus Road Lutheran Church | 2185 Bristol Oxford Valley Rd Levittown PA 19057 | Levittown,7,8,10,10,6,4,45,16,15,18,10,11,20,1114,1088,439,1,8,-9,1.35,0.92,4.56,Emmaus Road Lutheran Church,2185 Bristol Oxford Valley Rd Levittown PA 19057,Levittown,22060; 22090,22060-1; 22090-1,Middletown Twp. Lower 6; Middletown Twp. Lower 9
Everett A. McDonald Elementary School | 666 Reeves Ln Warminster PA 18974 | Warminster,14,27,11,18,11,11,92,22,41,45,22,25,29,1225,1507,502,-19,23,-4,3.35,1.46,5.78,Everett A. McDonald Elementary School,666 Reeves Ln Warminster PA 18974,Warminster,49050; 49110,49050-1; 49110-1,Warminster Twp. District 11; Warminster Twp. District 5
Fallsington Elementary School | 134 Yardley Ave Fallsington PA 19054 | Fallsington,13,22,11,16,8,7,77,19,35,38,15,20,27,1745,1256,784,-16,23,-7,2.01,1.19,3.44,Fallsington Elementary School,134 Yardley Ave Fallsington PA 19054,Fallsington,13011; 13017,13011-1; 13017-1,Falls Twp. 1 - 1; Falls Twp. 1 - 7
Feasterville Fire House | 20 Irving Pl Feasterville Trevose PA 19053 | Feasterville,5,11,0,6,3,3,28,3,16,17,6,8,6,503,642,226,-13,11,2,3.18,0.93,2.65,Feasterville Fire House,20 Irving Pl Feasterville Trevose PA 19053,Feasterville,21026,21026-1,Lower Southampton Twp. West 6
First Church of the Brethren | 455 Trumbauersville Rd Quakertown PA 18951 | Quakertown,11,14,22,11,5,10,73,27,25,25,15,21,33,757,1211,488,2,10,-12,3.3,1.24,6.76,First Church of the Brethren,455 Trumbauersville Rd Quakertown PA 18951,Quakertown,36040,36040-1,Richland Twp. District 4
First United Church of Christ | 151 S 4th St Quakertown PA 18951 | Quakertown,2,4,3,3,4,4,20,7,6,7,8,6,6,303,344,187,1,-1,0,1.98,2.33,3.21,First United Church of Christ,151 S 4th St Quakertown PA 18951,Quakertown,35020,35020-1,Quakertown Borough 2nd Ward
Forest Grove Presbyterian Church | 1856 Forest Grove Rd Forest Grove PA 18922 | Forest Grove,25,17,24,12,12,14,104,36,42,29,26,39,36,1143,1464,667,-6,3,3,3.67,1.78,5.4,Forest Grove Presbyterian Church,1856 Forest Grove Rd Forest Grove PA 18922,Forest Grove,06011,06011-1,Buckingham Twp. Lower 1
Forrest Lodge VFW | 2118 Old Bethlehem Pike Sellersville PA 18960 | Sellersville,15,14,7,17,11,8,72,18,29,31,19,23,24,811,1483,395,-11,12,-1,3.58,1.28,6.08,Forrest Lodge VFW,2118 Old Bethlehem Pike Sellersville PA 18960,Sellersville,52020,52020-1,West Rockhill Twp. Rockhill
Goodnoe Elementary School | 298 Frost Ln Newtown PA 18940 | Newtown,24,8,15,15,19,11,92,34,32,23,30,35,30,1711,1671,868,2,-7,5,1.87,1.8,3.46,Goodnoe Elementary School,298 Frost Ln Newtown PA 18940,Newtown,29030; 29060,29030-1; 29060-1,Newtown Twp. District 3; Newtown Twp. District 6
Grace Bible Fellowship Church | 1811 N Old Bethlehem Pike Quakertown PA 18951 | Quakertown,8,9,7,10,9,6,49,16,17,19,15,14,17,607,766,319,-1,4,-3,2.8,1.96,5.33,Grace Bible Fellowship Church,1811 N Old Bethlehem Pike Quakertown PA 18951,Quakertown,36030,36030-1,Richland Twp. District 3
Grace Community Church | 300 Highpoint Dr Chalfont PA 18914 | Chalfont,10,10,9,13,14,7,63,23,20,23,21,17,22,643,713,313,3,2,-5,3.11,2.95,7.03,Grace Community Church,300 Highpoint Dr Chalfont PA 18914,Chalfont,26021,26021-1,New Britain Twp. West 1
Grandview Elementary School | 80 Grandview Ave Morrisville PA 19067 | Morrisville,2,12,7,4,3,1,29,10,14,16,4,3,11,996,351,345,-4,12,-8,1.41,1.14,3.19,Grandview Elementary School,80 Grandview Ave Morrisville PA 19067,Morrisville,24040,24040-1,Morrisville Borough 4th Ward
